url,title,price,lat,lon,Балкон,Балкон остеклён,Безопасность,Бывшее общежитие,Возможен обмен,Высота потолков,Год постройки,Город,Дверь,Жилой комплекс,Интернет,Квартира меблирована,Парковка,Площадь,Пол,Санузел,Состояние квартиры,Телефон,Тип дома,Этаж
https://krisha.kz/a/show/1009135746,"2-комнатная квартира · 69.74 м² · 12/12 этаж, Байтурсынова 32 — А426",40000000,51.115278901533,71.525553708032,балкон,,,нет,Нет,3 м,2025,"Астана, Алматы р-н",металлическая,Dauletti Qalashyq,,,,"69.74 м², Площадь кухни — 14 м²",,,,,монолитный,12 из 12
https://krisha.kz/a/show/762253364,"2-комнатная квартира · 50 м² · 12/19 этаж, Туран 39",58500000,51.12927,71.403911,,,,нет,Нет,3 м,2024,"Астана, Нура р-н",,Evolution,,,паркинг,50 м²,,,,,монолитный,12 из 19
https://krisha.kz/a/show/697052151,"4-комнатная квартира · 114 м² · 12/12 этаж, Е-10 2/1 — И. Омарова",120000000,51.132120068654,71.369937886749,,,,нет,Нет,3 м,2022,"Астана, Есильский р-н",металлическая,SOUL PARK,проводной,полностью,паркинг,"114 м², Площадь кухни — 14 м²",паркет,2 с/у и более,свежий ремонт,есть возможность подключения,монолитный,12 из 12
https://krisha.kz/a/show/1009995195,"2-комнатная квартира · 59.69 м² · 4/12 этаж, Жумекен Нажимеденов 26",35000000,51.116695507686,71.492722004685,,,,нет,Нет,3 м,2026,"Астана, Сарайшык р-н",,ARAILY,,,паркинг,"59.69 м², Площадь кухни — 10.17 м²",,,,,кирпичный,4 из 12
https://krisha.kz/a/show/1012934681,"4-комнатная квартира · 124 м² · 5/7 этаж, Туран 57/3",106000000,51.105025,71.395691,,,,нет,Нет,,2023,"Астана, Нура р-н",,Сердце Столицы,,,паркинг,124 м²,,2 с/у и более,,,,5 из 7
https://krisha.kz/a/show/1012933982,"3-комнатная квартира · 130 м² · 5/12 этаж, Кенесары 69",55000000,51.168056835709,71.445501130074,балкон и лоджия,да,"домофон, видеонаблюдение",нет,Нет,3 м,2007,"Астана, р-н Байконур",бронированная,Каминный,,полностью,паркинг,130 м²,ламинат,2 с/у и более,"не новый, но аккуратный ремонт",,кирпичный,5 из 12
https://krisha.kz/a/show/1012934538,"2-комнатная квартира · 64 м² · 6/6 этаж, 38 улица 22-27",45000000,51.087751736575,71.446611629806,,,,нет,Нет,2.7 м,2015,Астана,,Comfort Town,,,паркинг,64 м²,,,,,кирпичный,6 из 6
https://krisha.kz/a/show/1012934621,"4-комнатная квартира · 123 м² · 8/18 этаж, Мангилик Ел 45",110000000,51.099658755288,71.427521991401,,да,,нет,Нет,3 м,2020,"Астана, Есильский р-н",,,,,,123 м²,,2 с/у и более,свежий ремонт,есть возможность подключения,кирпичный,8 из 18
https://krisha.kz/a/show/1012934681,"4-комнатная квартира · 124 м² · 5/7 этаж, Туран 57/3",106000000,51.105025,71.395691,,,,нет,Нет,,2023,"Астана, Нура р-н",,Сердце Столицы,,,паркинг,124 м²,,2 с/у и более,,,,5 из 7
https://krisha.kz/a/show/1012933982,"3-комнатная квартира · 130 м² · 5/12 этаж, Кенесары 69",55000000,51.168056835709,71.445501130074,балкон и лоджия,да,"домофон, видеонаблюдение",нет,Нет,3 м,2007,"Астана, р-н Байконур",бронированная,Каминный,,полностью,паркинг,130 м²,ламинат,2 с/у и более,"не новый, но аккуратный ремонт",,кирпичный,5 из 12
https://krisha.kz/a/show/1012934538,"2-комнатная квартира · 64 м² · 6/6 этаж, 38 улица 22-27",45000000,51.087751736575,71.446611629806,,,,нет,Нет,2.7 м,2015,Астана,,Comfort Town,,,паркинг,64 м²,,,,,кирпичный,6 из 6
https://krisha.kz/a/show/1012934621,"4-комнатная квартира · 123 м² · 8/18 этаж, Мангилик Ел 45",110000000,51.099658755288,71.427521991401,,да,,нет,Нет,3 м,2020,"Астана, Есильский р-н",,,,,,123 м²,,2 с/у и более,свежий ремонт,есть возможность подключения,кирпичный,8 из 18
https://krisha.kz/a/show/1011672913,"1-комнатная квартира · 22 м², коргалжын 20",14000000,51.149693,71.365122,,,,,Нет,2.8 м,2017,"Астана, Нура р-н",,,,,,"22 м², Площадь кухни — 6 м²",,,,,монолитный,9
https://krisha.kz/a/show/1010570961,"3-комнатная квартира · 83 м² · 3/9 этаж, Нурмагамбетова 29 — Нурмагамбетова-Байтурсынова",68500000,51.121899015865,71.484676956217,лоджия,да,"домофон, видеонаблюдение",нет,Нет,2.7 м,2023,"Астана, Алматы р-н",металлическая,Qazyna,ADSL,полностью,паркинг,83 м²,ламинат,2 с/у и более,,,монолитный,3 из 9
https://krisha.kz/a/show/1012934425,"2-комнатная квартира · 52.1 м² · 7/8 этаж, улица Кайыма Мухамедханова 21",34500000,51.141878,71.381121,,,"домофон, видеонаблюдение",нет,Нет,2.8 м,2018,"Астана, Нура р-н",металлическая,,проводной,полностью,,52.1 м²,ламинат,совмещенный,"не новый, но аккуратный ремонт",есть возможность подключения,кирпичный,7 из 8
https://krisha.kz/a/show/1012328714,"2-комнатная квартира · 57 м² · 2/10 этаж, Отырар 10",34500000,51.168435201413,71.438111644238,несколько балконов или лоджий,,,нет,Нет,2.7 м,2010,"Астана, р-н Байконур",металлическая,Сатты,оптика,,паркинг,"57 м², Площадь кухни — 10 м²",ламинат,2 с/у и более,,,кирпичный,2 из 10
https://krisha.kz/a/show/1004176438,"2-комнатная квартира · 41 м² · 1/9 этаж, Улы Дала 46",29900000,51.083050066996,71.466407280904,балкон,да,"домофон, видеонаблюдение",нет,Нет,2.7 м,2023,"Астана, Есильский р-н",металлическая,Jetisu.Aqsu,ADSL,полностью,рядом охраняемая стоянка,41 м²,ламинат,совмещенный,свежий ремонт,,монолитный,1 из 9
https://krisha.kz/a/show/1012362975,"4-комнатная квартира · 152 м² · 3/7 этаж, улица А.Бокейхан 29",155000000,51.083065945425,71.42826557123,,,,нет,Нет,3 м,2025,"Астана, Есильский р-н",,Wien Deluxe,,,паркинг,152 м²,,,свежий ремонт,,кирпичный,3 из 7
https://krisha.kz/a/show/1010542391,"2-комнатная квартира · 69.4 м² · 5/18 этаж, Момышулы",45000000,51.138753,71.470171,балкон,,видеонаблюдение,нет,Нет,2.8 м,2011,"Астана, Алматы р-н",металлическая,,через TV кабель,полностью,,"69.4 м², Площадь кухни — 18 м²",ламинат,раздельный,,,монолитный,5 из 18
https://krisha.kz/a/show/1010285564,"2-комнатная квартира · 60 м² · 14/23 этаж, Бейбарыс Султан 12",26500000,51.171974728064,71.367116113553,лоджия,,"домофон, видеонаблюдение, видеодомофон",нет,Нет,2.8 м,2025,"Астана, Сарыарка р-н",металлическая,,,,рядом охраняемая стоянка,"60 м², Площадь кухни — 14 м²",,совмещенный,,,монолитный,14 из 23
https://krisha.kz/a/show/1012934412,"2-комнатная квартира · 42 м² · 2/9 этаж, Улы дала — ДИЗАЙНЕРСКИЙ РЕМОНТ BI GROUP",26500000,51.083050066996,71.466407280904,лоджия,да,"домофон, видеонаблюдение, видеодомофон",нет,Нет,2.7 м,2022,"Астана, Есильский р-н",металлическая,Jetisu.Aqsu,ADSL,полностью,паркинг,42 м²,ламинат,совмещенный,свежий ремонт,есть возможность подключения,монолитный,2 из 9
https://krisha.kz/a/show/1012934470,"3-комнатная квартира · 72.5 м² · 8/12 этаж, Коргалжынское шоссе 25/2",36600000,51.14705477559,71.36700233995,лоджия,да,"домофон, видеонаблюдение",нет,Нет,,2016,"Астана, Нура р-н",бронированная,,,полностью,,72.5 м²,,,свежий ремонт,,монолитный,8 из 12
https://krisha.kz/a/show/1012731055,"3-комнатная квартира · 70 м² · 6/9 этаж, Ермек Серкебаева 41",32000000,51.169283,71.374877,,,,нет,Нет,2.7 м,2016,"Астана, Сарыарка р-н",,,,,,70 м²,,,,,,6 из 9
https://krisha.kz/a/show/1010136735,"3-комнатная квартира · 90 м² · 18/23 этаж, Сарыарка 1б",65000000,51.159155042268,71.409578297614,,,,нет,Нет,3 м,2009,"Астана, Сарыарка р-н",,Симфония,,,паркинг,"90 м², Площадь кухни — 15 м²",,,,,монолитный,18 из 23
https://krisha.kz/a/show/695750033,"1-комнатная квартира · 20.8 м² · 4/9 этаж, Калдаяков",14500000,51.111646933355,71.493716240366,балкон,да,видеонаблюдение,нет,Нет,2.7 м,2022,"Астана, Алматы р-н",металлическая,"Баскару 2, 3, 4, 5",,полностью,паркинг,"20.8 м², Площадь кухни — 22 м²",ламинат,совмещенный,свежий ремонт,,кирпичный,4 из 9
https://krisha.kz/a/show/1011094577,"4-комнатная квартира · 78 м² · 5/9 этаж, Ахмет Байтурсынулы 4/2",55000000,51.120261120423,71.486660241972,,,"видеонаблюдение, видеодомофон",нет,Нет,2.75 м,2025,"Астана, Алматы р-н",,Grand Victoria 2,,частично,паркинг,78 м²,ламинат,2 с/у и более,,,монолитный,5 из 9
https://krisha.kz/a/show/1011926127,"1-комнатная квартира · 40.6 м² · 6/9 этаж, ул. Беимбета Майлина 23",23000000,51.146604821277,71.47824620458,балкон,да,,нет,Нет,2.7 м,2008,"Астана, Алматы р-н",металлическая,Евразия,,без мебели,паркинг,40.6 м²,ламинат,совмещенный,свежий ремонт,,кирпичный,6 из 9
https://krisha.kz/a/show/1011275203,"3-комнатная квартира · 100 м² · 8/9 этаж, Қалдаяқова 25 А",80000000,51.113983,71.49323,,,"решетки на окнах, охрана, домофон, видеонаблюдение, видеодомофон",нет,Нет,,2024,"Астана, Сарайшык р-н",бронированная,,ADSL,полностью,,"100 м², Площадь кухни — 17 м²",ламинат,2 с/у и более,свежий ремонт,есть возможность подключения,кирпичный,8 из 9
https://krisha.kz/a/show/1011926127,"1-комнатная квартира · 40.6 м² · 6/9 этаж, ул. Беимбета Майлина 23",23000000,51.146604821277,71.47824620458,балкон,да,,нет,Нет,2.7 м,2008,"Астана, Алматы р-н",металлическая,Евразия,,без мебели,паркинг,40.6 м²,ламинат,совмещенный,свежий ремонт,,кирпичный,6 из 9
https://krisha.kz/a/show/1011275203,"3-комнатная квартира · 100 м² · 8/9 этаж, Қалдаяқова 25 А",80000000,51.113983,71.49323,,,"решетки на окнах, охрана, домофон, видеонаблюдение, видеодомофон",нет,Нет,,2024,"Астана, Сарайшык р-н",бронированная,,ADSL,полностью,,"100 м², Площадь кухни — 17 м²",ламинат,2 с/у и более,свежий ремонт,есть возможность подключения,кирпичный,8 из 9
https://krisha.kz/a/show/1012268645,"3-комнатная квартира · 81.1 м² · 6/9 этаж, Улы Дала 58/1",66000000,51.09585546058,71.412654519027,лоджия,,"видеонаблюдение, видеодомофон",нет,Нет,3 м,2022,"Астана, Есильский р-н",металлическая,Prime Expo,,полностью,паркинг,81.1 м²,ламинат,совмещенный,,,монолитный,6 из 9
https://krisha.kz/a/show/1012934403,"1-комнатная квартира · 27 м² · 3/3 этаж, Молдагуловой 37/1",10500000,51.187289,71.419344,,,,нет,Нет,,1971,"Астана, Сарыарка р-н",,,,,,27 м²,,,,,панельный,3 из 3
https://krisha.kz/a/show/1012934372,"3-комнатная квартира · 72.5 м² · 8/12 этаж, Коргалжынское шоссе 25/2",36600000,51.147565544666,71.366727340912,,,,нет,Нет,2.7 м,2016,"Астана, Нура р-н",,Саржайлау,,,паркинг,72.5 м²,,,свежий ремонт,,монолитный,8 из 12
https://krisha.kz/a/show/1012934365,"1-комнатная квартира · 35.5 м² · 3/9 этаж, Жумекена Нажимеденова 19",16000000,51.112606997809,71.515082716886,лоджия,да,"домофон, видеонаблюдение",нет,Нет,2.7 м,2022,"Астана, Алматы р-н",,Восток по Нажимеденова,ADSL,полностью,паркинг,35.5 м²,ламинат,,свежий ремонт,есть возможность подключения,кирпичный,3 из 9
https://krisha.kz/a/show/1012934358,"1-комнатная квартира · 37.1 м² · 8/9 этаж, Анет баба 10",28000000,51.137047,71.385711,,,,нет,Нет,,2022,"Астана, Нура р-н",,,,,,37.1 м²,,,,,,8 из 9
https://krisha.kz/a/show/1012113518,"3-комнатная квартира · 85 м² · 3/9 этаж, ул. А-32 13",102000000,51.113952328338,71.462598,,,"охрана, домофон, кодовый замок, видеонаблюдение, видеодомофон, консьерж",нет,Нет,,2023,"Астана, Сарайшык р-н",бронированная,,,полностью,,85 м²,ламинат,2 с/у и более,свежий ремонт,,кирпичный,3 из 9
https://krisha.kz/a/show/1011127949,"2-комнатная квартира · 38.2 м² · 6/12 этаж, Чингиза Айтматова 77 — Набережная",26500000,51.166000010811,71.372176408768,,,,,Нет,3 м,2024,"Астана, Сарыарка р-н",металлическая,Kolsai,ADSL,,паркинг,38.2 м²,,совмещенный,свежий ремонт,,кирпичный,6 из 12
https://krisha.kz/a/show/1010366664,"4-комнатная квартира · 100 м² · 2/4 этаж, Бараева 14/1",60000000,51.15758,71.43864,несколько балконов или лоджий,,"домофон, видеонаблюдение",нет,Нет,2.7 м,1998,"Астана, р-н Байконур",бронированная,,оптика,полностью,,"100 м², Площадь кухни — 12 м²",,2 с/у и более,,,кирпичный,2 из 4
https://krisha.kz/a/show/1007755171,"2-комнатная квартира · 48.86 м² · 14/14 этаж, Улы Дала 10 — Проспект Улы Дала, 10",33000000,51.103020469176,71.360115867698,,,,нет,Нет,3.3 м,2026,"Астана, Нура р-н",,UIA.DARYN,,,,"48.86 м², Площадь кухни — 5.98 м²",,совмещенный,,,монолитный,14 из 14
https://krisha.kz/a/show/1012536261,"1-комнатная квартира · 45 м² · 5/10 этаж, Кайыма Мухамедханова 19",29000000,51.141006005183,71.385190486908,,,,нет,Нет,2.8 м,2020,"Астана, Нура р-н",,Айналайын,,,паркинг,45 м²,,,"не новый, но аккуратный ремонт",,монолитный,5 из 10
https://krisha.kz/a/show/1011925938,"2-комнатная квартира · 40.6 м² · 6/9 этаж, ул. Беимбета Майлина 23",23000000,51.146624268315,71.478418289241,балкон,да,"домофон, видеонаблюдение",нет,Нет,2.7 м,2008,"Астана, Алматы р-н",металлическая,Евразия,,без мебели,паркинг,40.6 м²,ламинат,совмещенный,,,кирпичный,6 из 9
https://krisha.kz/a/show/1012536262,"1-комнатная квартира · 38 м² · 1/12 этаж, Улица А 52, 8 — улы дала",20000000,51.10748364227,71.511211395264,лоджия,да,консьерж,нет,Нет,3.5 м,2022,"Астана, Сарайшык р-н",бронированная,Geneva 1,ADSL,,,"38 м², Площадь кухни — 11 м²",,раздельный,,,кирпичный,1 из 12
https://krisha.kz/a/show/1010414636,"2-комнатная квартира · 76 м² · 3/21 этаж, Мангилик Ел 62",46500000,51.084300287682,71.423814306471,,,,нет,Нет,3 м,2025,"Астана, Есильский р-н",,Arai Towers,,,паркинг,76 м²,,,,,монолитный,3 из 21
https://krisha.kz/a/show/1011041373,"1-комнатная квартира · 46 м² · 2/12 этаж, Е-429 14",26000000,51.141687547843,71.359992027228,,,,нет,Нет,3 м,2023,"Астана, Нура р-н",,Алтын Саулет,,,,46 м²,,,,,монолитный,2 из 12
https://krisha.kz/a/show/1012934239,"2-комнатная квартира · 42.5 м² · 8/8 этаж, Байтурсынова 53",23500000,51.117451701768,71.522880366122,,,,нет,Нет,,2018,"Астана, Сарайшык р-н",,Астана сани (Астана сәні),,,паркинг,42.5 м²,,,,,монолитный,8 из 8
https://krisha.kz/a/show/1012934307,"2-комнатная квартира · 44.1 м² · 3/5 этаж, Республики 48",19500000,51.178849,71.424033,,,,нет,Нет,,1973,"Астана, р-н Байконур",,,,,,44.1 м²,,,,,панельный,3 из 5
https://krisha.kz/a/show/1010685528,"2-комнатная квартира · 60 м² · 1/5 этаж, Чингиз Айтматова 31Б",34000000,51.134441,71.360639,лоджия,,"домофон, видеонаблюдение",нет,Нет,,2018,"Астана, Нура р-н",деревянная,,,полностью,паркинг,"60 м², Площадь кухни — 10.6 м²",паркет,совмещенный,"не новый, но аккуратный ремонт",,кирпичный,1 из 5
https://krisha.kz/a/show/1011429116,"1-комнатная квартира · 40.5 м² · 6/9 этаж, Жумекен Нажимеденов 52а — А-426",27000000,51.110730347792,71.522932761871,,,,нет,Нет,2.7 м,2023,"Астана, Алматы р-н",,Молодежный,,,,40.5 м²,,,,,кирпичный,6 из 9
https://krisha.kz/a/show/1010685528,"2-комнатная квартира · 60 м² · 1/5 этаж, Чингиз Айтматова 31Б",34000000,51.134441,71.360639,лоджия,,"домофон, видеонаблюдение",нет,Нет,,2018,"Астана, Нура р-н",деревянная,,,полностью,паркинг,"60 м², Площадь кухни — 10.6 м²",паркет,совмещенный,"не новый, но аккуратный ремонт",,кирпичный,1 из 5
https://krisha.kz/a/show/1011429116,"1-комнатная квартира · 40.5 м² · 6/9 этаж, Жумекен Нажимеденов 52а — А-426",27000000,51.110730347792,71.522932761871,,,,нет,Нет,2.7 м,2023,"Астана, Алматы р-н",,Молодежный,,,,40.5 м²,,,,,кирпичный,6 из 9
https://krisha.kz/a/show/1011884827,"3-комнатная квартира · 128 м² · 4 этаж, Туркестан 16/3",168000000,51.106032,71.424572,,,,нет,Нет,3 м,2025,"Астана, Есильский р-н",,Parkside,,,,"128 м², Площадь кухни — 16 м²",,2 с/у и более,,,монолитный,4
https://krisha.kz/a/show/1009470620,"1-комнатная квартира · 41.5 м² · 2/12 этаж, Тауелсизлик 25/2",26200000,51.142235485187,71.460031083326,,,,нет,Нет,3 м,2025,Астана,,TAMASHA,,,паркинг,41.5 м²,,,,,кирпичный,2 из 12
https://krisha.kz/a/show/1012934297,"3-комнатная квартира · 88 м² · 7/12 этаж, Акмешит 11",53000000,51.11282931833,71.420974247202,лоджия,,,нет,Нет,2.7 м,2015,"Астана, Есильский р-н",,АСИ 33/23,,полностью,паркинг,"88 м², Площадь кухни — 17 м²",ламинат,,,,кирпичный,7 из 12
https://krisha.kz/a/show/1012453247,"2-комнатная квартира · 42 м² · 3/14 этаж, Пр. Улы Дала, между ул. Толе би и ул. Ч. Айтматова 908",21999990,51.102008945319,71.374082565198,,,,нет,Нет,3 м,2025,"Астана, Нура р-н",,Uly Dala Park,,,,"42 м², Площадь кухни — 17.62 м²",,совмещенный,,,монолитный,3 из 14
https://krisha.kz/a/show/1012934269,"2-комнатная квартира · 45 м² · 3/4 этаж, Бейбітшілік 67",18500000,51.18511,71.415751,балкон,да,"домофон, видеонаблюдение",нет,Нет,2.5 м,1961,"Астана, Сарыарка р-н",деревянная,,через TV кабель,частично,рядом охраняемая стоянка,"45 м², Площадь кухни — 10 м²",дерево,совмещенный,,есть возможность подключения,кирпичный,3 из 4
https://krisha.kz/a/show/1012536110,"2-комнатная квартира · 48 м² · 6/9 этаж, 511 38",30000000,51.07686165315,71.476626523728,,да,,нет,Нет,2.7 м,2023,"Астана, Есильский р-н",металлическая,,ADSL,частично,,48 м²,,совмещенный,,,кирпичный,6 из 9
https://krisha.kz/a/show/1012934246,"3-комнатная квартира · 94.1 м² · 18/20 этаж, Улы Дала 51 — Кабанбай батыра",68000000,51.099409722684,71.404927972294,лоджия,да,"охрана, домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон, консьерж",нет,Нет,3 м,2022,"Астана, Есильский р-н",металлическая,Galamat Towers,через TV кабель,полностью,паркинг,"94.1 м², Площадь кухни — 10 м²",паркет,2 с/у и более,,есть возможность подключения,монолитный,18 из 20
https://krisha.kz/a/show/760563632,"1-комнатная квартира · 35 м² · 4/16 этаж, Мангилик Ел 72/1",27000000,51.070138083327,71.41907585364,балкон,,"домофон, видеонаблюдение, видеодомофон",нет,Нет,2.71 м,2022,"Астана, Есильский р-н",бронированная,AMAN,оптика,полностью,рядом охраняемая стоянка,35 м²,,совмещенный,,,монолитный,4 из 16
https://krisha.kz/a/show/1011149122,"2-комнатная квартира · 54.62 м² · 6/9 этаж, Ахмет Байтурсынулы 10/3",36000000,51.119853268966,71.494893562039,,,,,Нет,3 м,2025,"Астана, Сарайшык р-н",,LEVEL,,,паркинг,54.62 м²,,,черновая отделка,,монолитный,6 из 9
https://krisha.kz/a/show/1012934154,"3-комнатная квартира · 99.3 м² · 4/24 этаж, Момышулы 7",45500000,51.137958386145,71.46865236049,несколько балконов или лоджий,да,,нет,Нет,2.7 м,2010,"Астана, Алматы р-н",металлическая,Байконур,проводной,полностью,паркинг,99.3 м²,,2 с/у и более,"не новый, но аккуратный ремонт",,монолитный,4 из 24
https://krisha.kz/a/show/1009238477,"1-комнатная квартира · 33 м² · 2/17 этаж, С 303 2/5 — Пересечение Шабал Бейсековай, проспект Нургисы Тлендиева.",20500000,51.177449,71.384588,балкон и лоджия,,,нет,Нет,,2019,"Астана, Сарыарка р-н",,,,,,"33 м², Площадь кухни — 5 м²",,,,,,2 из 17
https://krisha.kz/a/show/1012934198,"3-комнатная квартира · 94 м² · 3/9 этаж, Улы Дала 47 — Мангилик ел",58000000,51.096469028045,71.423908218282,балкон и лоджия,да,домофон,нет,Нет,2.8 м,2014,"Астана, Есильский р-н",металлическая,Арман кала,оптика,частично,паркинг,"94 м², Площадь кухни — 13 м²",ламинат,2 с/у и более,свежий ремонт,отдельный,кирпичный,3 из 9
https://krisha.kz/a/show/1012933933,"3-комнатная квартира · 50 м² · 1/5 этаж, проспект Тауелсиздик 6/1",19000000,51.149874,71.458475,,,"домофон, видеонаблюдение",нет,Нет,2.7 м,1967,"Астана, Алматы р-н",металлическая,,проводной,полностью,,50 м²,ламинат,совмещенный,"не новый, но аккуратный ремонт",есть возможность подключения,панельный,1 из 5
https://krisha.kz/a/show/1012934112,"3-комнатная квартира · 79.2 м² · 5/9 этаж, Молдагалиева 4",36500000,51.125793,71.362822,,,,нет,Нет,,2016,"Астана, Нура р-н",,,,,,79.2 м²,,,свежий ремонт,,монолитный,5 из 9
https://krisha.kz/a/show/1012934194,"2-комнатная квартира · 40 м² · 5/18 этаж, Е-36",29000000,51.127694888112,71.384950875799,лоджия,да,"домофон, сигнализация, видеонаблюдение",нет,Нет,3 м,2022,"Астана, Нура р-н",бронированная,Respublika,ADSL,полностью,паркинг,40 м²,ламинат,совмещенный,свежий ремонт,отдельный,монолитный,5 из 18
https://krisha.kz/a/show/1012934160,"2-комнатная квартира · 58 м² · 11/14 этаж, мкр Комсомольский, сарайшык 5",34000000,51.135928,71.422731,,,,,Нет,2.7 м,2015,"Астана, Есильский р-н",,,,,,"58 м², Площадь кухни — 15 м²",,,,,монолитный,11 из 14
https://krisha.kz/a/show/1009661723,"1-комнатная квартира · 18 м² · 3/5 этаж, Мусрепова 7/2",10500000,51.154077,71.499303,,,,нет,Нет,,2006,"Астана, Алматы р-н",,,,,,18 м²,,,"не новый, но аккуратный ремонт",,панельный,3 из 5
https://krisha.kz/a/show/1012333614,"3-комнатная квартира · 83 м² · 9/12 этаж, просп. Улы Дала 6",41000000,51.10507258066,71.355741164127,,,,,Нет,2.65 м,2026,"Астана, Нура р-н",,UIA.DARYN,,,паркинг,83 м²,,,,,монолитный,9 из 12
https://krisha.kz/a/show/1012934198,"3-комнатная квартира · 94 м² · 3/9 этаж, Улы Дала 47 — Мангилик ел",58000000,51.096469028045,71.423908218282,балкон и лоджия,да,домофон,нет,Нет,2.8 м,2014,"Астана, Есильский р-н",металлическая,Арман кала,оптика,частично,паркинг,"94 м², Площадь кухни — 13 м²",ламинат,2 с/у и более,свежий ремонт,отдельный,кирпичный,3 из 9
https://krisha.kz/a/show/1012933933,"3-комнатная квартира · 50 м² · 1/5 этаж, проспект Тауелсиздик 6/1",19000000,51.149874,71.458475,,,"домофон, видеонаблюдение",нет,Нет,2.7 м,1967,"Астана, Алматы р-н",металлическая,,проводной,полностью,,50 м²,ламинат,совмещенный,"не новый, но аккуратный ремонт",есть возможность подключения,панельный,1 из 5
https://krisha.kz/a/show/1012934112,"3-комнатная квартира · 79.2 м² · 5/9 этаж, Молдагалиева 4",36500000,51.125793,71.362822,,,,нет,Нет,,2016,"Астана, Нура р-н",,,,,,79.2 м²,,,свежий ремонт,,монолитный,5 из 9
https://krisha.kz/a/show/1012934194,"2-комнатная квартира · 40 м² · 5/18 этаж, Е-36",29000000,51.127694888112,71.384950875799,лоджия,да,"домофон, сигнализация, видеонаблюдение",нет,Нет,3 м,2022,"Астана, Нура р-н",бронированная,Respublika,ADSL,полностью,паркинг,40 м²,ламинат,совмещенный,свежий ремонт,отдельный,монолитный,5 из 18
https://krisha.kz/a/show/1012934160,"2-комнатная квартира · 58 м² · 11/14 этаж, мкр Комсомольский, сарайшык 5",34000000,51.135928,71.422731,,,,,Нет,2.7 м,2015,"Астана, Есильский р-н",,,,,,"58 м², Площадь кухни — 15 м²",,,,,монолитный,11 из 14
https://krisha.kz/a/show/1009661723,"1-комнатная квартира · 18 м² · 3/5 этаж, Мусрепова 7/2",10500000,51.154077,71.499303,,,,нет,Нет,,2006,"Астана, Алматы р-н",,,,,,18 м²,,,"не новый, но аккуратный ремонт",,панельный,3 из 5
https://krisha.kz/a/show/1012333614,"3-комнатная квартира · 83 м² · 9/12 этаж, просп. Улы Дала 6",41000000,51.10507258066,71.355741164127,,,,,Нет,2.65 м,2026,"Астана, Нура р-н",,UIA.DARYN,,,паркинг,83 м²,,,,,монолитный,9 из 12
https://krisha.kz/a/show/1012934059,"1-комнатная квартира · 32.5 м² · 7/9 этаж, Карасай батыра 22Б",17550000,51.199487,71.390607,,,,нет,Нет,,2020,"Астана, Сарыарка р-н",,,,,,32.5 м²,,,,,кирпичный,7 из 9
https://krisha.kz/a/show/1012476870,"2-комнатная квартира · 45 м² · 5/18 этаж, Е-36 11",30000000,51.128204596981,71.38541221575,,,,нет,Нет,3 м,2023,"Астана, Нура р-н",,Respublika,,,паркинг,45 м²,,,,,монолитный,5 из 18
https://krisha.kz/a/show/1011708878,"1-комнатная квартира · 37.2 м² · 2/12 этаж, Жумекен Нажимеденов 38",22000000,51.112349955795,71.513503789793,,,,нет,Да,3 м,2024,Астана,,Zurich,,,,37.2 м²,,,,,кирпичный,2 из 12
https://krisha.kz/a/show/1012328280,"1-комнатная квартира · 40.5 м² · 3/12 этаж, Бухар жырау 32/1",24500000,51.098351,71.433627,лоджия,да,"охрана, домофон, видеонаблюдение",нет,Нет,3 м,2025,"Астана, Есильский р-н",металлическая,Triumph City,,без мебели,паркинг,40.5 м²,,совмещенный,,,кирпичный,3 из 12
https://krisha.kz/a/show/1009524057,"1-комнатная квартира · 45.51 м² · 9/9 этаж, Улы Дала 38/1",31500000,51.100963195949,71.382811674624,,,"домофон, кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,3.2 м,2026,"Астана, Нура р-н",,GAUHARTAS,,без мебели,паркинг,"45.51 м², Площадь кухни — 19.41 м²",,совмещенный,черновая отделка,,монолитный,9 из 9
https://krisha.kz/a/show/1012730959,"2-комнатная квартира · 55.95 м² · 11/12 этаж, Е-15 5 — Сыганак-Айтматова",36000000,51.128066004765,71.361882668395,лоджия,да,"охрана, домофон, кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,3 м,2026,"Астана, Нура р-н",металлическая,Baizaman,оптика,без мебели,паркинг,"55.95 м², Площадь кухни — 9.37 м²",,совмещенный,черновая отделка,есть возможность подключения,монолитный,11 из 12
https://krisha.kz/a/show/1012934067,"1-комнатная квартира · 42 м² · 5/9 этаж, Туран 55",31550000,51.112727985316,71.397855903498,лоджия,да,"домофон, видеонаблюдение",нет,Нет,2.7 м,2021,"Астана, Есильский р-н",металлическая,Сердце Столицы,проводной,полностью,паркинг,42 м²,ламинат,совмещенный,свежий ремонт,есть возможность подключения,монолитный,5 из 9
https://krisha.kz/a/show/1012761564,"2-комнатная квартира · 54.6 м² · 12/14 этаж, ул. Абикен Бектуров 17",32000000,51.118944166056,71.396317951465,балкон,да,"домофон, видеонаблюдение",нет,Нет,2.8 м,2023,"Астана, Есильский р-н",металлическая,на Бектурова,ADSL,полностью,рядом охраняемая стоянка,54.6 м²,ламинат,совмещенный,"не новый, но аккуратный ремонт",,монолитный,12 из 14
