url,title,price,lat,lon,Балкон,Балкон остеклён,Безопасность,Бывшее общежитие,Возможен обмен,Высота потолков,Год постройки,Город,Дверь,Жилой комплекс,Интернет,Квартира меблирована,Парковка,Площадь,Пол,Санузел,Состояние квартиры,Телефон,Тип дома,Этаж
https://krisha.kz/a/show/1012943300,"3-комнатная квартира · 78.4 м² · 4/10 этаж, Ыкылас Дукенулы 37/1",30500000,51.184170233982,71.438450271237,балкон,да,,нет,Нет,2.7 м,2008,"Астана, Сарыарка р-н",металлическая,Аль-Арка,проводной,частично,,78.4 м²,ламинат,раздельный,"не новый, но аккуратный ремонт",есть возможность подключения,кирпичный,4 из 10
https://krisha.kz/a/show/1012943392,"1-комнатная квартира · 46 м² · 3/16 этаж, Пушкина 25/1",19000000,51.165499436917,71.473153955885,балкон,да,домофон,нет,Нет,2.8 м,2009,"Астана, р-н Байконур",,Жаркын,оптика,частично,,"46 м², Площадь кухни — 11 м²",линолеум,совмещенный,"не новый, но аккуратный ремонт",отдельный,кирпичный,3 из 16
https://krisha.kz/a/show/1012943372,"3-комнатная квартира · 86.4 м² · 3/14 этаж, Сарайшык 5",40500000,51.136245471271,71.422921786434,балкон,да,,нет,Нет,2.7 м,2014,"Астана, Есильский р-н",металлическая,Лазурный квартал,проводной,частично,,86.4 м²,ламинат,раздельный,"не новый, но аккуратный ремонт",есть возможность подключения,монолитный,3 из 14
https://krisha.kz/a/show/1012943345,"2-комнатная квартира · 61.9 м² · 11/18 этаж, Санжар Асфендияров 1",44500000,51.131909,71.376575,балкон,да,домофон,нет,Нет,,2021,"Астана, Нура р-н",металлическая,,,полностью,,61.9 м²,ламинат,2 с/у и более,"не новый, но аккуратный ремонт",,монолитный,11 из 18
https://krisha.kz/a/show/1011445580,"2-комнатная квартира · 40 м² · 9/18 этаж, Е-36",30500000,51.121638,71.380159,лоджия,да,"домофон, кодовый замок, сигнализация, видеонаблюдение, видеодомофон, консьерж",нет,Нет,3 м,2025,"Астана, Нура р-н",металлическая,Respublika,проводной,полностью,паркинг,"40 м², Площадь кухни — 11 м²",ламинат,раздельный,,отдельный,монолитный,9 из 18
https://krisha.kz/a/show/1011137674,"2-комнатная квартира · 51 м² · 8/9 этаж, Жирентаева 2",26000000,51.146608,71.477519,балкон,,,,Нет,2.7 м,2007,"Астана, Алматы р-н",,,,полностью,,"51 м², Площадь кухни — 7 м²",,совмещенный,,,кирпичный,8 из 9
https://krisha.kz/a/show/1012349489,"3-комнатная квартира · 97 м² · 9/9 этаж, Сызганов 1/2",70700000,51.070762466858,71.424167889501,,,,нет,Нет,3 м,2025,"Астана, Есильский р-н",,Manar,,,,97 м²,,,,,кирпичный,9 из 9
https://krisha.kz/a/show/1011779115,"4-комнатная квартира · 137 м² · 5/8 этаж, Дукенулы",51500000,51.178239,71.415679,лоджия,,видеодомофон,нет,Нет,3 м,2011,"Астана, Сарыарка р-н",деревянная,,через TV кабель,полностью,паркинг,137 м²,ламинат,2 с/у и более,,блокиратор,монолитный,5 из 8
https://krisha.kz/a/show/1012165519,"3-комнатная квартира · 110.1 м² · 12/22 этаж, ул. Достык 1/2",167000000,51.12888876389,71.418976078736,,,"охрана, домофон, кодовый замок, видеонаблюдение, видеодомофон, консьерж",нет,Нет,3 м,2019,"Астана, Есильский р-н",,,,полностью,паркинг,"110.1 м², Площадь кухни — 22.7 м²",ламинат,2 с/у и более,свежий ремонт,,монолитный,12 из 22
https://krisha.kz/a/show/1012943300,"3-комнатная квартира · 78.4 м² · 4/10 этаж, Ыкылас Дукенулы 37/1",30500000,51.184170233982,71.438450271237,балкон,да,,нет,Нет,2.7 м,2008,"Астана, Сарыарка р-н",металлическая,Аль-Арка,проводной,частично,,78.4 м²,ламинат,раздельный,"не новый, но аккуратный ремонт",есть возможность подключения,кирпичный,4 из 10
https://krisha.kz/a/show/1012943392,"1-комнатная квартира · 46 м² · 3/16 этаж, Пушкина 25/1",19000000,51.165499436917,71.473153955885,балкон,да,домофон,нет,Нет,2.8 м,2009,"Астана, р-н Байконур",,Жаркын,оптика,частично,,"46 м², Площадь кухни — 11 м²",линолеум,совмещенный,"не новый, но аккуратный ремонт",отдельный,кирпичный,3 из 16
https://krisha.kz/a/show/1012943372,"3-комнатная квартира · 86.4 м² · 3/14 этаж, Сарайшык 5",40500000,51.136245471271,71.422921786434,балкон,да,,нет,Нет,2.7 м,2014,"Астана, Есильский р-н",металлическая,Лазурный квартал,проводной,частично,,86.4 м²,ламинат,раздельный,"не новый, но аккуратный ремонт",есть возможность подключения,монолитный,3 из 14
https://krisha.kz/a/show/1012943345,"2-комнатная квартира · 61.9 м² · 11/18 этаж, Санжар Асфендияров 1",44500000,51.131909,71.376575,балкон,да,домофон,нет,Нет,,2021,"Астана, Нура р-н",металлическая,,,полностью,,61.9 м²,ламинат,2 с/у и более,"не новый, но аккуратный ремонт",,монолитный,11 из 18
https://krisha.kz/a/show/1012943250,"4-комнатная квартира · 108 м² · 5/23 этаж, Айнакол 66",51900000,51.128388403692,71.487231149822,балкон,да,,нет,Нет,2.9 м,2022,"Астана, Сарайшык р-н",металлическая,Сенатор Park,проводной,частично,,108 м²,ламинат,раздельный,свежий ремонт,есть возможность подключения,монолитный,5 из 23
https://krisha.kz/a/show/1011978148,"2-комнатная квартира · 71 м² · 12/19 этаж, Кудайбердиулы 2",27000000,51.163744131888,71.477647765128,,,,нет,Нет,2.7 м,2014,"Астана, Алматы р-н",,Речной квартал,,,паркинг,"71 м², Площадь кухни — 18 м²",,,,,монолитный,12 из 19
https://krisha.kz/a/show/1011630919,"2-комнатная квартира · 77.3 м² · 3/17 этаж, Сыганак 6 — Култегин",43550000,51.130434623522,71.371114670181,,,,нет,Нет,3 м,2017,"Астана, Нура р-н",,Citylake,,,паркинг,77.3 м²,,,,,монолитный,3 из 17
https://krisha.kz/a/show/693947620,"2-комнатная квартира · 68.55 м² · 9/12 этаж, К. Мухамедханова 49/1 — Шоссе Коргалжын",30000000,51.147218188853,71.35328668846,балкон,да,,нет,Нет,2.7 м,2023,"Астана, Есильский р-н",металлическая,Hokkaido,,,паркинг,"68.55 м², Площадь кухни — 16 м²",,2 с/у и более,черновая отделка,,монолитный,9 из 12
https://krisha.kz/a/show/1006980074,"1-комнатная квартира · 48.3 м² · 13/13 этаж, Мукан Тулебаев 5",23000000,51.141042045791,71.507531567196,лоджия,,"домофон, сигнализация",нет,Нет,2.8 м,2021,"Астана, Алматы р-н",деревянная,Арыстан,,частично,паркинг,48.3 м²,,раздельный,,,монолитный,13 из 13
https://krisha.kz/a/show/1011548859,"2-комнатная квартира · 44 м² · 11/12 этаж, 23-ая улица 7 стр",34000000,51.099015097485,71.436277334148,,,"кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,3 м,2024,"Астана, Есильский р-н",металлическая,ZAMAN,ADSL,полностью,паркинг,44 м²,ламинат,совмещенный,свежий ремонт,есть возможность подключения,кирпичный,11 из 12
https://krisha.kz/a/show/1012943349,"3-комнатная квартира · 98 м² · 16/21 этаж, Шамши Калдаяков 13 — Тауелсыздык",40000000,51.118372108334,71.465300709333,балкон и лоджия,да,домофон,нет,Нет,3 м,2014,"Астана, Сарайшык р-н",,Гранд Астана,оптика,полностью,,"98 м², Площадь кухни — 12 м²",ламинат,совмещенный,"не новый, но аккуратный ремонт",отдельный,монолитный,16 из 21
https://krisha.kz/a/show/1011448823,"2-комнатная квартира · 50 м² · 11/12 этаж, Кабанбай батыра 59",34500000,51.077411908549,71.397071723134,,,,нет,Нет,2.7 м,2021,"Астана, Нура р-н",,Budapest,,,,"50 м², Площадь кухни — 12.6 м²",,,,,кирпичный,11 из 12
https://krisha.kz/a/show/1010807229,"2-комнатная квартира · 60 м² · 4/12 этаж, Санжара Асфендиярова 12",42500000,51.131985766158,71.375907137408,,,,нет,Нет,3 м,2020,"Астана, Нура р-н",,Sat City,,,паркинг,60 м²,,,,,монолитный,4 из 12
https://krisha.kz/a/show/1011330672,"2-комнатная квартира · 54.3 м² · 17/22 этаж, Роза Багланова 6/1",32500000,51.114020940984,71.393085762118,,,,нет,Нет,2.7 м,2021,"Астана, Нура р-н",,Sezim Qala.Baqyt,,,паркинг,54.3 м²,,,,,монолитный,17 из 22
https://krisha.kz/a/show/1011330135,"2-комнатная квартира · 50 м² · 2/4 этаж, Кайрат Рыскулбеков 11/2",24000000,51.154812,71.495584,,,,нет,Нет,,1995,"Астана, Алматы р-н",,,,,,"50 м², Площадь кухни — 12 м²",,,,,,2 из 4
https://krisha.kz/a/show/1012943349,"3-комнатная квартира · 98 м² · 16/21 этаж, Шамши Калдаяков 13 — Тауелсыздык",40000000,51.118372108334,71.465300709333,балкон и лоджия,да,домофон,нет,Нет,3 м,2014,"Астана, Сарайшык р-н",,Гранд Астана,оптика,полностью,,"98 м², Площадь кухни — 12 м²",ламинат,совмещенный,"не новый, но аккуратный ремонт",отдельный,монолитный,16 из 21
https://krisha.kz/a/show/1011448823,"2-комнатная квартира · 50 м² · 11/12 этаж, Кабанбай батыра 59",34500000,51.077411908549,71.397071723134,,,,нет,Нет,2.7 м,2021,"Астана, Нура р-н",,Budapest,,,,"50 м², Площадь кухни — 12.6 м²",,,,,кирпичный,11 из 12
https://krisha.kz/a/show/1010807229,"2-комнатная квартира · 60 м² · 4/12 этаж, Санжара Асфендиярова 12",42500000,51.131985766158,71.375907137408,,,,нет,Нет,3 м,2020,"Астана, Нура р-н",,Sat City,,,паркинг,60 м²,,,,,монолитный,4 из 12
https://krisha.kz/a/show/1011330672,"2-комнатная квартира · 54.3 м² · 17/22 этаж, Роза Багланова 6/1",32500000,51.114020940984,71.393085762118,,,,нет,Нет,2.7 м,2021,"Астана, Нура р-н",,Sezim Qala.Baqyt,,,паркинг,54.3 м²,,,,,монолитный,17 из 22
https://krisha.kz/a/show/1011330135,"2-комнатная квартира · 50 м² · 2/4 этаж, Кайрат Рыскулбеков 11/2",24000000,51.154812,71.495584,,,,нет,Нет,,1995,"Астана, Алматы р-н",,,,,,"50 м², Площадь кухни — 12 м²",,,,,,2 из 4
https://krisha.kz/a/show/1011732722,"3-комнатная квартира · 65 м² · 14/17 этаж, Калдаякова 61 — Калдаякова 61",37500000,51.107137416156,71.534823921631,балкон,,"домофон, видеонаблюдение",нет,Нет,2.7 м,2024,"Астана, Сарыарка р-н",металлическая,BURABAY-2,проводной,полностью,,65 м²,ламинат,совмещенный,,есть возможность подключения,монолитный,14 из 17
https://krisha.kz/a/show/1011987256,"1-комнатная квартира · 40.4 м² · 21/25 этаж, Абая 92/1",19000000,51.164085131392,71.467084502583,,,,нет,Нет,2.7 м,2009,"Астана, р-н Байконур",,Эгалите,,,паркинг,40.4 м²,,,,,монолитный,21 из 25
https://krisha.kz/a/show/1012943331,"2-комнатная квартира · 71.8 м² · 4/5 этаж, Мустафина 3/2",37990000,51.149933394446,71.505085565149,лоджия,да,,нет,Нет,2.8 м,1997,"Астана, Алматы р-н",металлическая,Красная деревня,проводной,частично,,71.8 м²,ламинат,раздельный,свежий ремонт,есть возможность подключения,кирпичный,4 из 5
https://krisha.kz/a/show/1011540633,"2-комнатная квартира · 62.1 м² · 3/9 этаж, Кенен Азербаев 37/1 — Ракымжан Кошкарбаев",27500000,51.125963929229,71.493164172478,балкон,,,нет,Да,2.7 м,2024,"Астана, Сарайшык р-н",металлическая,Future Home Astana,,,,62.1 м²,,раздельный,,,кирпичный,3 из 9
https://krisha.kz/a/show/1010661597,"2-комнатная квартира · 36 м² · 12/17 этаж, Туран 44Б",32000000,51.113243753071,71.401922106743,лоджия,да,"видеонаблюдение, видеодомофон",нет,Нет,3 м,2022,"Астана, Нура р-н",,Parasat,,полностью,паркинг,36 м²,ламинат,,свежий ремонт,,монолитный,12 из 17
https://krisha.kz/a/show/1006177258,"3-комнатная квартира · 99 м² · 8/17 этаж, Туран 52/5 — Бухар жырау",83888888,51.103939,71.400911,,,"кодовый замок, видеонаблюдение, видеодомофон",,Нет,3 м,2020,"Астана, Есильский р-н",,,оптика,полностью,,"99 м², Площадь кухни — 15 м²",,2 с/у и более,,,монолитный,8 из 17
https://krisha.kz/a/show/1012544682,"2-комнатная квартира · 54.4 м² · 6/9 этаж, А62 участок 2 — Нурлы жол",29000000,51.1161367476,71.538097746909,балкон,,,нет,Нет,2.7 м,2025,"Астана, Алматы р-н",бронированная,Q Way,,частично,рядом охраняемая стоянка,54.4 м²,ламинат,совмещенный,,,монолитный,6 из 9
https://krisha.kz/a/show/1012122579,"3-комнатная квартира · 96 м² · 16/16 этаж, Мангилик Ел 17 — Алматы",45800000,51.116124191756,71.433223787826,,,"решетки на окнах, охрана, домофон, видеонаблюдение",нет,Нет,2.75 м,2013,"Астана, Есильский р-н",металлическая,Коркем,оптика,полностью,паркинг,"96 м², Площадь кухни — 14 м²",ламинат,совмещенный,свежий ремонт,отдельный,монолитный,16 из 16
https://krisha.kz/a/show/1012943251,"2-комнатная квартира · 68 м² · 4/5 этаж, Абылай хана 57 — Мусрепова",29000000,51.149285593426,71.501888372003,балкон,да,домофон,нет,Нет,2.8 м,2009,"Астана, Сарайшык р-н",,Красная деревня,оптика,полностью,паркинг,"68 м², Площадь кухни — 10 м²",ламинат,раздельный,"не новый, но аккуратный ремонт",отдельный,кирпичный,4 из 5
https://krisha.kz/a/show/1012739726,"3-комнатная квартира · 74.8 м² · 1/9 этаж, кенен Азербаева 4/1",37000000,51.127325,71.502806,,да,,нет,Нет,2.7 м,2016,"Астана, Алматы р-н",,,оптика,,,74.8 м²,паркет,2 с/у и более,,,кирпичный,1 из 9
https://krisha.kz/a/show/1009901720,"2-комнатная квартира · 64 м² · 3/14 этаж, Ш. Айтматова 57",45000000,51.154912811734,71.370417052227,лоджия,да,,нет,Нет,3 м,2025,"Астана, Нура р-н",бронированная,Maryam,оптика,полностью,паркинг,"64 м², Площадь кухни — 15 м²",ламинат,совмещенный,,есть возможность подключения,монолитный,3 из 14
https://krisha.kz/a/show/1010165251,"2-комнатная квартира · 47 м² · 7/14 этаж, Бухар Жырау 33/1",47000000,51.097691776,71.446672101087,лоджия,,"охрана, кодовый замок, сигнализация, видеонаблюдение, видеодомофон",нет,Нет,3 м,2025,"Астана, Есильский р-н",бронированная,Capital Park. Emotions,,частично,паркинг,47 м²,ламинат,совмещенный,,,монолитный,7 из 14
https://krisha.kz/a/show/1007322631,"2-комнатная квартира · 45.8 м² · 6/9 этаж, Богенбай батыра 7/1 — Эталон",21500000,51.177686,71.393032,,,,,Нет,2.7 м,2023,"Астана, Сарыарка р-н",,,,,,"45.8 м², Площадь кухни — 5.7 м²",,совмещенный,"не новый, но аккуратный ремонт",,кирпичный,6 из 9
https://krisha.kz/a/show/1012205826,"3-комнатная квартира · 106.63 м² · 12/12 этаж, ул. Турара Рыскулова 22",80000000,51.080093257032,71.437195089334,лоджия,,"охрана, домофон, кодовый замок, видеодомофон, консьерж",нет,Нет,3.3 м,2026,"Астана, Есильский р-н",металлическая,MoD. Urban,оптика,,паркинг,"106.63 м², Площадь кухни — 13.95 м²",,2 с/у и более,черновая отделка,отдельный,монолитный,12 из 12
https://krisha.kz/a/show/1012943221,"2-комнатная квартира · 45 м² · 5/5 этаж, Биржан сал 6",17800000,51.193019,71.40825,балкон,да,,нет,Нет,,1970,"Астана, Сарыарка р-н",металлическая,,проводной,частично,,45 м²,ламинат,раздельный,"не новый, но аккуратный ремонт",есть возможность подключения,панельный,5 из 5
https://krisha.kz/a/show/1010165251,"2-комнатная квартира · 47 м² · 7/14 этаж, Бухар Жырау 33/1",47000000,51.097691776,71.446672101087,лоджия,,"охрана, кодовый замок, сигнализация, видеонаблюдение, видеодомофон",нет,Нет,3 м,2025,"Астана, Есильский р-н",бронированная,Capital Park. Emotions,,частично,паркинг,47 м²,ламинат,совмещенный,,,монолитный,7 из 14
https://krisha.kz/a/show/1007322631,"2-комнатная квартира · 45.8 м² · 6/9 этаж, Богенбай батыра 7/1 — Эталон",21500000,51.177686,71.393032,,,,,Нет,2.7 м,2023,"Астана, Сарыарка р-н",,,,,,"45.8 м², Площадь кухни — 5.7 м²",,совмещенный,"не новый, но аккуратный ремонт",,кирпичный,6 из 9
https://krisha.kz/a/show/1012205826,"3-комнатная квартира · 106.63 м² · 12/12 этаж, ул. Турара Рыскулова 22",80000000,51.080093257032,71.437195089334,лоджия,,"охрана, домофон, кодовый замок, видеодомофон, консьерж",нет,Нет,3.3 м,2026,"Астана, Есильский р-н",металлическая,MoD. Urban,оптика,,паркинг,"106.63 м², Площадь кухни — 13.95 м²",,2 с/у и более,черновая отделка,отдельный,монолитный,12 из 12
https://krisha.kz/a/show/1012943221,"2-комнатная квартира · 45 м² · 5/5 этаж, Биржан сал 6",17800000,51.193019,71.40825,балкон,да,,нет,Нет,,1970,"Астана, Сарыарка р-н",металлическая,,проводной,частично,,45 м²,ламинат,раздельный,"не новый, но аккуратный ремонт",есть возможность подключения,панельный,5 из 5
https://krisha.kz/a/show/1012943222,"3-комнатная квартира · 58 м² · 3/5 этаж, Кажимукана 2 — Петрова",25000000,51.151856869645,71.460015216874,балкон,да,домофон,нет,Нет,2.5 м,1967,"Астана, Алматы р-н",,,оптика,частично,,"58 м², Площадь кухни — 6 м²",линолеум,совмещенный,"не новый, но аккуратный ремонт",отдельный,монолитный,3 из 5
https://krisha.kz/a/show/1012304733,"3-комнатная квартира · 91 м² · 6/22 этаж, Туркестан 4Б — трц Абу даби",85000000,51.117651398604,71.429340438989,,да,"видеонаблюдение, видеодомофон",нет,Да,2.7 м,2024,"Астана, Есильский р-н",,Assyl Tau,,частично,паркинг,91 м²,,2 с/у и более,,,монолитный,6 из 22
https://krisha.kz/a/show/1012747863,"4-комнатная квартира · 120 м² · 6/8 этаж, Кайым Мухамедханов",165000000,51.139402143239,71.395487161521,,,,нет,Нет,3 м,2021,"Астана, Нура р-н",,Liberty,,,паркинг,120 м²,,2 с/у и более,свежий ремонт,,монолитный,6 из 8
https://krisha.kz/a/show/1012943189,"2-комнатная квартира · 42 м² · 1/5 этаж, Бейбетшилик 42 — Дукенулы",13800000,51.180282202023,71.418207652778,,,домофон,нет,Нет,2.5 м,1963,"Астана, Сарыарка р-н",,,оптика,частично,,"42 м², Площадь кухни — 6 м²",линолеум,совмещенный,требует ремонта,отдельный,монолитный,1 из 5
https://krisha.kz/a/show/1008848384,"2-комнатная квартира · 42 м² · 12/12 этаж, Санжара Асфендиярова 6",30500000,51.13346890622,71.37682143306,,,,нет,Нет,3 м,2020,"Астана, Нура р-н",металлическая,Sat City,,полностью,паркинг,42 м²,ламинат,совмещенный,,,монолитный,12 из 12
https://krisha.kz/a/show/1010084118,"2-комнатная квартира · 66 м² · 14/20 этаж, Кайым Мухамедханов 6/1",60000000,51.137573045075,71.396429455281,,,"охрана, домофон, видеонаблюдение, видеодомофон",нет,Нет,3 м,2026,"Астана, Нура р-н",бронированная,GreenLine. 4YOU,,,паркинг,"66 м², Площадь кухни — 12 м²",,2 с/у и более,,,монолитный,14 из 20
https://krisha.kz/a/show/1011935523,"3-комнатная квартира · 94.2 м² · 9/9 этаж, Казыбек би 41/1",53500000,51.096908646153,71.382093393245,,,,нет,Нет,3 м,2025,"Астана, Нура р-н",,Salman City,,,паркинг,"94.2 м², Площадь кухни — 17.4 м²",,,черновая отделка,,монолитный,9 из 9
https://krisha.kz/a/show/1009097790,"3-комнатная квартира · 76 м² · 8/12 этаж, Абылай хана 33 — .",42000000,51.154738,71.487436,несколько балконов или лоджий,,"домофон, видеонаблюдение",нет,Нет,2.7 м,2005,"Астана, Алматы р-н",бронированная,,проводной,полностью,рядом охраняемая стоянка,"76 м², Площадь кухни — 12 м²",ламинат,раздельный,свежий ремонт,,кирпичный,8 из 12
https://krisha.kz/a/show/1011574527,"2-комнатная квартира · 63.2 м² · 6/9 этаж, Момыш улы 4",33000000,51.137459,71.470539,лоджия,,"домофон, видеонаблюдение",,Нет,,2004,"Астана, Алматы р-н",металлическая,,,полностью,,"63.2 м², Площадь кухни — 14.6 м²",ламинат,раздельный,"не новый, но аккуратный ремонт",,монолитный,6 из 9
https://krisha.kz/a/show/1009489739,"2-комнатная квартира · 60 м² · 12/14 этаж, Улы Дала",42000000,51.104759,71.358097,лоджия,да,"охрана, домофон, кодовый замок, видеонаблюдение",нет,Нет,2.7 м,2026,"Астана, Нура р-н",бронированная,UIA.DARYN,ADSL,полностью,паркинг,"60 м², Площадь кухни — 10 м²",ламинат,совмещенный,свежий ремонт,есть возможность подключения,иной,12 из 14
https://krisha.kz/a/show/1011763373,"3-комнатная квартира · 100 м² · 3/7 этаж, Кабанбай батыра 46/1",65000000,51.114339,71.412993,лоджия,,"решетки на окнах, домофон, кодовый замок, видеонаблюдение",нет,Нет,2.7 м,2017,"Астана, Есильский р-н",бронированная,Времена года. Весна,оптика,полностью,паркинг,"100 м², Площадь кухни — 17 м²",ламинат,2 с/у и более,свежий ремонт,,монолитный,3 из 7
https://krisha.kz/a/show/1012943163,"3-комнатная квартира · 86.5 м² · 10/15 этаж, Сагадат Нурмагамбетов 19",58000000,51.115399602375,71.481966684138,лоджия,да,"домофон, видеонаблюдение",,Нет,3 м,2022,"Астана, Алматы р-н",металлическая,Балкадиша,оптика,полностью,паркинг,"86.5 м², Площадь кухни — 11.3 м²",ламинат,раздельный,,есть возможность подключения,монолитный,10 из 15
https://krisha.kz/a/show/1012943183,"3-комнатная квартира · 109 м² · 4/9 этаж, Е-899 5/1",95000000,51.137258584242,71.387456787753,,,,нет,Нет,3 м,2026,"Астана, Нура р-н",,GreenLine. Verda,,,паркинг,"109 м², Площадь кухни — 17 м²",,,,,кирпичный,4 из 9
https://krisha.kz/a/show/1011803250,"4-комнатная квартира · 143 м² · 7/9 этаж, Кумисбекова 12/5",80000000,51.17026999154,71.399576745192,несколько балконов или лоджий,,"домофон, кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,2.95 м,2016,"Астана, Сарыарка р-н",бронированная,Тулпар-2,оптика,полностью,паркинг,"143 м², Площадь кухни — 21.6 м²",ламинат,2 с/у и более,свежий ремонт,,монолитный,7 из 9
https://krisha.kz/a/show/1012942569,"2-комнатная квартира · 51 м² · 3/7 этаж, Аманжолова 22",49900000,51.115634,71.473018,,,,,Нет,3 м,2024,"Астана, Сарайшык р-н",,,,,,51 м²,,,,,,3 из 7
https://krisha.kz/a/show/1009086461,"1-комнатная квартира · 40 м² · 2/12 этаж, Тлендиева 15/1 — ТД Рахмет",23800000,51.179334,71.374698,,,,,Нет,2.7 м,2008,"Астана, Сарыарка р-н",,,,,,40 м²,,,"не новый, но аккуратный ремонт",,кирпичный,2 из 12
https://krisha.kz/a/show/1009086461,"1-комнатная квартира · 40 м² · 2/12 этаж, Тлендиева 15/1 — ТД Рахмет",23800000,51.179334,71.374698,,,,,Нет,2.7 м,2008,"Астана, Сарыарка р-н",,,,,,40 м²,,,"не новый, но аккуратный ремонт",,кирпичный,2 из 12
https://krisha.kz/a/show/1012943133,"1-комнатная квартира · 38.1 м² · 7/9 этаж, Бейбарыс Султан 13/1",19500000,51.169130908453,71.368644931992,лоджия,да,"охрана, домофон, видеонаблюдение, видеодомофон",нет,Нет,3 м,2026,"Астана, Сарыарка р-н",бронированная,Akan City,,,паркинг,38.1 м²,,совмещенный,требует ремонта,,кирпичный,7 из 9
https://krisha.kz/a/show/1012943088,"2-комнатная квартира · 45 м² · 5/5 этаж, Биржан Сала 6",17800000,51.193019,71.40825,балкон,да,домофон,нет,Нет,,1970,"Астана, Сарыарка р-н",металлическая,,,полностью,,45 м²,ламинат,совмещенный,"не новый, но аккуратный ремонт",,иной,5 из 5
https://krisha.kz/a/show/1011014960,"1-комнатная квартира · 40 м² · 7/7 этаж, Байтурсынова 49/1",21500000,51.11867,71.516003,,,,нет,Нет,2.7 м,2023,"Астана, Сарайшык р-н",деревянная,Отан 2,проводной,,,"40 м², Площадь кухни — 13 м²",,совмещенный,,,кирпичный,7 из 7
https://krisha.kz/a/show/1010334700,"4-комнатная квартира · 75.3 м² · 4/6 этаж, Абылайхана 43/1 — Напротив Национальной гвардии",29500000,51.153687,71.492188,балкон,,домофон,нет,Нет,2.7 м,1991,"Астана, Алматы р-н",металлическая,,,частично,рядом охраняемая стоянка,"75.3 м², Площадь кухни — 8.9 м²",линолеум,раздельный,требует ремонта,,панельный,4 из 6
https://krisha.kz/a/show/1012337140,"1-комнатная квартира · 40 м² · 9/17 этаж, Шамши Калдаяков 61",20500000,51.107214087349,71.535006136982,,,,нет,Нет,2.7 м,2024,"Астана, Алматы р-н",,BURABAY-2,,полностью,,40 м²,,,свежий ремонт,,кирпичный,9 из 17
https://krisha.kz/a/show/1012943093,"2-комнатная квартира · 66 м² · 6/10 этаж, Сатпаева 23",28000000,51.142048873533,71.474082749337,балкон,да,домофон,нет,Нет,2.8 м,2006,"Астана, Алматы р-н",,Достык,оптика,частично,,"66 м², Площадь кухни — 12 м²",ламинат,совмещенный,"не новый, но аккуратный ремонт",отдельный,кирпичный,6 из 10
https://krisha.kz/a/show/1012120635,"2-комнатная квартира · 75 м² · 2/7 этаж, ул. Е-321 22",41000000,51.074724999458,71.439816999794,балкон и лоджия,да,видеонаблюдение,,Нет,2.7 м,2021,"Астана, Есильский р-н",,Куршевель,ADSL,полностью,паркинг,75 м²,ламинат,раздельный,,,,2 из 7
https://krisha.kz/a/show/1012544232,"1-комнатная квартира · 39 м² · 8/9 этаж, Рядом с главным проспектом Туран",26000000,51.086496821803,71.380192442849,лоджия,да,,нет,Нет,3 м,2027,Астана,,Armandastar,,,паркинг,39 м²,,,черновая отделка,,кирпичный,8 из 9
https://krisha.kz/a/show/1012943002,"1-комнатная квартира · 37.3 м² · 6/10 этаж, Мангилик Ел 40",28000000,51.100539942025,71.430329682838,лоджия,да,домофон,нет,Нет,2.8 м,2014,"Астана, Есильский р-н",,Коркем 4,оптика,полностью,,"37.3 м², Площадь кухни — 20 м²",ламинат,совмещенный,"не новый, но аккуратный ремонт",отдельный,монолитный,6 из 10
https://krisha.kz/a/show/1012942945,"2-комнатная квартира · 41 м² · 6/10 этаж, Кошкарбаева 60В — Кошкарбаева",22500000,51.13401211133,71.515775822837,,да,,нет,Нет,3 м,2026,"Астана, Алматы р-н",металлическая,Ясин,оптика,без мебели,паркинг,"41 м², Площадь кухни — 10 м²",ламинат,совмещенный,,есть возможность подключения,кирпичный,6 из 10
https://krisha.kz/a/show/1012935231,"1-комнатная квартира · 38 м² · 12/14 этаж, Е 915 19",31000000,51.086207652632,71.463903406268,лоджия,да,"охрана, домофон, кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,3 м,2026,"Астана, Есильский р-н",бронированная,Jetisu Kerbez Comfort,оптика,без мебели,паркинг,"38 м², Площадь кухни — 9 м²",ламинат,совмещенный,свежий ремонт,,монолитный,12 из 14
https://krisha.kz/a/show/1012543508,"2-комнатная квартира · 64 м² · 5/9 этаж, Переулок Жайдармаг 1 — Момышулы, Тауельсиздик, Дворец школьников",38000000,51.136383718001,71.46977086102,несколько балконов или лоджий,да,"домофон, кодовый замок, видеонаблюдение",нет,Нет,2.7 м,2010,"Астана, Алматы р-н",,НИПИ,проводной,частично,паркинг,"64 м², Площадь кухни — 11 м²",ламинат,2 с/у и более,"не новый, но аккуратный ремонт",отдельный,кирпичный,5 из 9
https://krisha.kz/a/show/1012942926,"1-комнатная квартира · 28.4 м² · 15/16 этаж, Майлина 29",16500000,51.14729170932,71.481211026912,лоджия,,домофон,нет,Нет,2.5 м,2006,"Астана, Алматы р-н",металлическая,Апато Тауэр,,полностью,паркинг,28.4 м²,ламинат,совмещенный,"не новый, но аккуратный ремонт",,монолитный,15 из 16
